name,gender,place_of_birth,birthday,profile_url,popularity,latitude,longitude
Ted McGinley,2,Newport Beach California U.S.,30/05/1958,https://www.themoviedb.org/person/18982,32.09437583,0,0
Aidan Quinn,2,Chicago Illinois USA,08/03/1959,https://www.themoviedb.org/person/18992,919.267603,41.8755616,-87.6244212
Bryce Dallas Howard,1,Los Angeles California USA,02/03/1981,https://www.themoviedb.org/person/18997,1328.165062,34.0536909,-118.242766
J.K. Simmons,2,Detroit Michigan USA,09/01/1955,https://www.themoviedb.org/person/18999,5131.23288,42.3315509,-83.0466403
George W. Bush,2,New Haven Connecticut USA,06/07/1946,https://www.themoviedb.org/person/19011,59.70245238,41.3082138,-72.9250518
Al Gore,2,Washington District of Columbia USA,31/03/1948,https://www.themoviedb.org/person/19013,20.33584869,38.8950368,-77.0365427
Kay Johnson,1,Mount Vernon New York USA,29/11/1904,https://www.themoviedb.org/person/19021,1.752343154,40.9125815,-73.8370786
Constance Cummings,1,Seattle Washington USA,15/05/1910,https://www.themoviedb.org/person/19022,1.563878561,47.6038321,-122.3300624
Stephen Mendillo,2,New Haven Connecticut USA,09/10/1942,https://www.themoviedb.org/person/19023,27.8858046,41.3082138,-72.9250518
Mabel Albertson,1,Lynn Massachusetts USA,24/07/1901,https://www.themoviedb.org/person/19098,6.31615957,42.466763,-70.9494939
J.D. Cannon,2,Salmon Idaho USA,24/04/1922,https://www.themoviedb.org/person/19106,44.84704243,45.1757547,-113.8959008
Harry Townes,2,Huntsville Alabama USA,18/09/1914,https://www.themoviedb.org/person/19107,1.242717905,34.729847,-86.5859011
Carolyn Jones,1,Amarillo Texas USA,28/04/1930,https://www.themoviedb.org/person/19109,25.55024551,35.2072185,-101.8338246
Virginia Gregg,1,Harrisburg Illinois USA,06/03/1916,https://www.themoviedb.org/person/19110,1237.714173,37.7385,-88.5405213
John Anderson,2,Clayton Illinois USA,20/10/1922,https://www.themoviedb.org/person/19111,63.16265826,40.0314366,-90.9606897
Wen Yann Shih,1,USA,03/10/1982,https://www.themoviedb.org/person/19127,16.81078259,39.7837304,-100.445882
Marsha Mason,1,St. Louis Missouri USA,03/04/1942,https://www.themoviedb.org/person/19131,62.65333165,38.6264256,-90.1995853
Charley Lau,0,Romulus Michigan USA,12/04/1933,https://www.themoviedb.org/person/19132,0.184453034,42.2222614,-83.3965995
Mari Gorman,1,New York New York USA,01/09/1944,https://www.themoviedb.org/person/19133,2.892549124,36.1021436,-115.1744946
Panchito Gómez,2,New York City New York USA,02/11/1963,https://www.themoviedb.org/person/19135,9.382248812,40.7127281,-74.0060152
Sal Viscuso,2,Brooklyn New York USA,05/10/1948,https://www.themoviedb.org/person/19136,15.42339345,40.6526006,-73.9497211
Lou Ferrigno,2,Brooklyn New York U.S.,09/11/1951,https://www.themoviedb.org/person/19137,363.0870274,40.6597324,-74.0035817
Bill Bixby,2,San Francisco California USA,22/01/1934,https://www.themoviedb.org/person/19138,6.160495367,37.7790262,-122.419906
Shannen Doherty,1,Memphis Tennessee USA,12/04/1971,https://www.themoviedb.org/person/19144,193.1174097,35.1490215,-90.0516285
Ian Ziering,2,Newark New Jersey USA,30/03/1964,https://www.themoviedb.org/person/19146,20.05425302,40.735657,-74.1723667
Brian Austin Green,2,Van Nuys Los Angeles California USA,15/07/1973,https://www.themoviedb.org/person/19148,9.940091421,34.1866193,-118.4486675
Tori Spelling,1,Los Angeles California USA,16/05/1973,https://www.themoviedb.org/person/19149,481.3007901,34.0536909,-118.242766
James Eckhouse,2,Chicago IL USA,14/02/1955,https://www.themoviedb.org/person/19151,234.5263372,41.8755616,-87.6244212
Dylan Baker,2,Syracuse New York USA,07/10/1959,https://www.themoviedb.org/person/19152,608.8004767,43.0481221,-76.1474244
Cliff Robertson,2,Los Angeles California U.S.A.,09/09/1923,https://www.themoviedb.org/person/19153,420.2978509,0,0
Dick Shawn,2,Buffalo New York USA,01/12/1923,https://www.themoviedb.org/person/19178,22.63376381,42.8867166,-78.8783922
Rory Calhoun,2,Los Angeles California USA,08/08/1922,https://www.themoviedb.org/person/19181,8.516774724,34.0536909,-118.242766
Cliff Gorman,2,Queens New York City New York USA,13/10/1936,https://www.themoviedb.org/person/19183,10.02464878,40.7135078,-73.8283132
Mark-Paul Gosselaar,2,Panorama City California USA,01/03/1974,https://www.themoviedb.org/person/19184,7.318577253,34.2242902,-118.4453745
Mario López,2,San Diego California USA,10/10/1973,https://www.themoviedb.org/person/19185,29.92528271,32.7174202,-117.1627728
Dustin Diamond,2,San Jose California USA,07/01/1977,https://www.themoviedb.org/person/19186,11.16629114,37.3361905,-121.890583
Tiffani Thiessen,1,Long Beach California USA,23/01/1974,https://www.themoviedb.org/person/19187,7.20247803,33.7690164,-118.191604
Elizabeth Berkley,1,Farmington Hills Michigan USA,28/07/1972,https://www.themoviedb.org/person/19189,21.89831141,42.4853125,-83.3771553
Dennis Haskins,2,Chattanooga Tennessee U.S.,18/11/1950,https://www.themoviedb.org/person/19190,18.37765753,35.1255197,-85.30443001
Alex Frost,2,Portland Oregon USA,17/02/1987,https://www.themoviedb.org/person/19195,16.68289204,45.5202471,-122.6741949
Eric Deulen,2,Vancouver Washington USA,17/07/1986,https://www.themoviedb.org/person/19196,8.248629567,45.6306954,-122.6744557
John Robinson,2,Portland Oregon USA,25/10/1985,https://www.themoviedb.org/person/19197,79.74160306,45.5202471,-122.6741949
Elias McConnell,2, Portland Oregon USA,,https://www.themoviedb.org/person/19198,11.93654723,45.5202471,-122.6741949
Timothy Bottoms,2,Santa Barbara California USA,30/08/1951,https://www.themoviedb.org/person/19207,33.47629858,34.4221319,-119.7026673
Matt Malloy,2,Hamilton New York USA,12/01/1963,https://www.themoviedb.org/person/19208,189.1110115,40.9136697,-73.1297621
James Van Der Beek,2,Cheshire Connecticut USA,08/03/1977,https://www.themoviedb.org/person/19210,213.4921266,41.4989861,-72.900658
Ian Somerhalder,2,Covington Louisiana USA,08/12/1978,https://www.themoviedb.org/person/19211,64.73023794,30.4754702,-90.1009108
Russell Sams,2,Clinton Tennessee USA,18/05/1977,https://www.themoviedb.org/person/19212,9.794206062,36.1034126,-84.1318632
Jean Peters,1,Canton Ohio USA,15/10/1926,https://www.themoviedb.org/person/19216,5.340564268,40.7985464,-81.3749508
Rachel True,1,New York City New York USA,15/11/1966,https://www.themoviedb.org/person/19222,14.54992277,40.7127281,-74.0060152
John Paul Pitoc,2,Queens New York USA,05/03/1974,https://www.themoviedb.org/person/19226,1.804886705,40.7135078,-73.8283132
Brad Beyer,2,Waukesha Wisconsin USA,20/09/1973,https://www.themoviedb.org/person/19227,71.5163145,43.0053145,-88.2473643
Judith Ivey,1,El Paso Texas USA,04/09/1951,https://www.themoviedb.org/person/19239,42.95922965,31.7754152,-106.464634
Vicki Frederick,1,Atlanta Georgia USA,02/01/1954,https://www.themoviedb.org/person/19256,3.16063617,33.7489924,-84.3902644
Janet Jones,1,Bridgeton Missouri USA,10/01/1961,https://www.themoviedb.org/person/19257,28.24593419,38.7566055,-90.42352
Terrence Mann,2,Ashland Kentucky USA,01/07/1951,https://www.themoviedb.org/person/19260,8.59087057,38.4784144,-82.6379387
Alyson Reed,1,Anaheim California USA,11/01/1958,https://www.themoviedb.org/person/19262,226.4013374,33.8347516,-117.911732
Khandi Alexander,1,Jacksonville Florida USA,04/09/1957,https://www.themoviedb.org/person/19265,47.90752642,30.3321838,-81.655651
Amanda Detmer,1,Chico California USA,27/09/1971,https://www.themoviedb.org/person/19275,69.51892216,39.7284945,-121.8374777
Todd Stashwick,2,Chicago Illinois USA,16/10/1968,https://www.themoviedb.org/person/19277,39.75155599,41.8755616,-87.6244212
Bill Hader,2,Tulsa Oklahoma USA,07/06/1978,https://www.themoviedb.org/person/19278,4576.694623,36.13334,-95.9224992
Lance Armstrong,2,Dallas Texas USA,18/09/1971,https://www.themoviedb.org/person/19279,20.89447788,32.7762719,-96.7968559
Suzanne Ford,1,Auburn - New York - USA,22/09/1949,https://www.themoviedb.org/person/19280,7.107301837,42.9320202,-76.5672029
Adam Sandler,2,Brooklyn New York USA,09/09/1966,https://www.themoviedb.org/person/19292,2490.735606,40.6526006,-73.9497211
Lusia Strus,1,Chicago Illinois USA,13/12/1969,https://www.themoviedb.org/person/19293,49.14529781,41.8755616,-87.6244212
Jason Mewes,2,Highlands New Jersey USA,12/06/1974,https://www.themoviedb.org/person/19302,451.9518812,40.40372,-73.991527
Suzanne Krull,1,Brooklyn New York City New York USA,08/07/1966,https://www.themoviedb.org/person/19307,49.1965696,40.6526006,-73.9497211
John Paxton,2,Kansas City Missouri USA,14/07/1920,https://www.themoviedb.org/person/19326,324.4251668,39.100105,-94.5781416
Anne Shirley,1,New York City New York USA,17/04/1918,https://www.themoviedb.org/person/19327,3.254239202,40.7127281,-74.0060152
Dick Powell,2,Mountain View Arkansas USA,14/11/1904,https://www.themoviedb.org/person/19328,10.58071862,35.8684075,-92.1176521
Sylvia Miles,1,New York City New York USA,09/09/1932,https://www.themoviedb.org/person/19335,49.5595668,40.7127281,-74.0060152
Kate Murtagh,1,Los Angeles California USA,29/10/1920,https://www.themoviedb.org/person/19337,24.1709773,34.0536909,-118.242766
Tony Todd,2,Washington District of Columbia USA,04/12/1954,https://www.themoviedb.org/person/19384,391.7350156,38.8950368,-77.0365427
Jesse L. Martin,2,Rocky Mount Virginia USA,18/01/1969,https://www.themoviedb.org/person/19392,6.601766805,36.9962007,-79.8909474
Wilson Jermaine Heredia,2, Brooklyn New York USA,02/12/1971,https://www.themoviedb.org/person/19393,13.3384321,40.6526006,-73.9497211
Idina Menzel,1,New York New York USA,30/05/1971,https://www.themoviedb.org/person/19394,238.9694066,36.1021436,-115.1744946
Roy Roberts,2,Dade City Florida USA,19/03/1906,https://www.themoviedb.org/person/19400,44.62895367,28.3647248,-82.1959178
Nancy Guild,1,Los Angeles California USA,11/10/1925,https://www.themoviedb.org/person/19402,0.783748415,34.0536909,-118.242766
Conrad Janis,2,New York City New York USA,11/02/1928,https://www.themoviedb.org/person/19403,3.37018111,40.7127281,-74.0060152
Marvin Miller,2,St. Louis Missouri USA,18/07/1913,https://www.themoviedb.org/person/19404,389.1793996,38.6264256,-90.1995853
Robert Montgomery,2,Fishkill Landing [now Beacon] New York USA,21/05/1904,https://www.themoviedb.org/person/19406,4.344517883,41.500524,-73.979737
Dick Simmons,2,St. Paul Minnesota USA,19/08/1913,https://www.themoviedb.org/person/19410,10.23230115,44.9497487,-93.0931028
Lloyd Nolan,2,San Francisco California USA,11/08/1902,https://www.themoviedb.org/person/19411,17.82046723,37.7790262,-122.419906
Audrey Totter,1,Joliet Illinois USA,21/12/1917,https://www.themoviedb.org/person/19413,4.273411042,41.5263603,-88.0840212
Tom Tully,2,Durango Colorado USA,21/08/1908,https://www.themoviedb.org/person/19414,7.249358204,37.2395367,-107.8215818
Jackie Coogan,2,Los Angeles California USA,26/10/1914,https://www.themoviedb.org/person/19426,14.24496567,34.0536909,-118.242766
Bruce Lee,2,San Francisco California USA,27/11/1940,https://www.themoviedb.org/person/19429,27.51999941,37.7790262,-122.419906
H.M. Wynant,2,Detroit Michigan USA,12/02/1927,https://www.themoviedb.org/person/19435,6.163720346,42.3315509,-83.0466403
Henry Gibson,2,Germantown Philadelphia Pennsylvania USA,21/09/1935,https://www.themoviedb.org/person/19439,111.1726,40.0434449,-75.1801775
Warren Berlinger,2,Brooklyn New York City New York USA,31/08/1937,https://www.themoviedb.org/person/19440,11.86223096,40.6526006,-73.9497211
Jack Knight,2,Boston Massachusetts USA,26/02/1938,https://www.themoviedb.org/person/19444,269.0877794,42.3554334,-71.060511
Pepe Callahan,2,New Mexico USA,13/05/1930,https://www.themoviedb.org/person/19445,3.228675349,34.5708167,-105.993007
Tom Bower,2,Denver - Colorado - USA,05/01/1938,https://www.themoviedb.org/person/19453,241.9920623,39.7392364,-104.9848623
Michael Laskin,2,Duluth Minnesota USA,03/04/1951,https://www.themoviedb.org/person/19454,34.4702212,46.7729322,-92.1251218
Julia Campbell,1,Huntsville Alabama USA,12/03/1963,https://www.themoviedb.org/person/19455,4.491687021,34.729847,-86.5859011
Nia Peeples,1,Hollywood California USA,10/12/1961,https://www.themoviedb.org/person/19456,7.042487637,34.0980031,-118.329523
Gerry Becker,2,St. Louis Missouri USA,11/04/1951,https://www.themoviedb.org/person/19468,290.6468904,38.6264256,-90.1995853
Burr DeBenning,2,Seminole Oklahoma U.S.,21/09/1936,https://www.themoviedb.org/person/19484,5.407580893,36.9923168,-95.6230607
Tom Hallick,2,Buffalo New York USA,13/06/1941,https://www.themoviedb.org/person/19485,20.19906242,42.8867166,-78.8783922
Yale Summers,2,Manhattan New York City New York USA,26/07/1933,https://www.themoviedb.org/person/19486,0.062297144,40.7896239,-73.9598939
Jay Hernandez,2,Montebello California USA,20/02/1978,https://www.themoviedb.org/person/19487,329.1026584,34.0159398,-118.111975
Dorothy Lyman,1,Minneapolis Minnesota U.S.A.,18/04/1947,https://www.themoviedb.org/person/19488,104.6816457,0,0
Wass Stevens,2,Brooklyn New York USA,01/01/1970,https://www.themoviedb.org/person/19490,117.9251116,40.6526006,-73.9497211
Viola Davis,1,Saint Matthews South Carolina USA,11/08/1965,https://www.themoviedb.org/person/19492,1674.125627,32.78675565,-79.93731259
Alexa Gerasimovich,1,New York New York USA,11/04/2002,https://www.themoviedb.org/person/19495,6.985381921,36.1021436,-115.1744946
Jon Bernthal,2,Washington District of Columbia USA,20/09/1976,https://www.themoviedb.org/person/19498,958.7789014,38.8950368,-77.0365427
Kevin Eastman,2,Springvale Maine USA,30/05/1962,https://www.themoviedb.org/person/19502,9.00791534,43.4650898,-70.7947911
Mikey Kelley,2,Quincy Massachusetts USA,14/11/1973,https://www.themoviedb.org/person/19507,15.45370331,42.2509914,-71.0037374
Nolan North,2, New Haven Connecticut United States,31/10/1970,https://www.themoviedb.org/person/19508,207.3740621,41.3082138,-72.9250518
Larry Pine,2,Tucson Arizona USA,03/03/1945,https://www.themoviedb.org/person/19511,658.9479334,32.2228765,-110.9748477
Wally Wingert,2,Des Moines Iowa U.S.,06/05/1961,https://www.themoviedb.org/person/19513,62.76303556,0,0
Josh Duhamel,2,Minot North Dakota USA,14/11/1972,https://www.themoviedb.org/person/19536,255.8759234,48.23251,-101.296273
Megan Fox,1,Oak Ridge Tennessee USA,16/05/1986,https://www.themoviedb.org/person/19537,241.3463344,36.0103562,-84.2696449
Michael Bell,2,Brooklyn New York USA,30/07/1938,https://www.themoviedb.org/person/19546,171.0776328,40.6526006,-73.9497211
Gregg Berger,2,Saint Louis Missouri USA,10/12/1950,https://www.themoviedb.org/person/19547,299.6771084,38.6264256,-90.1995853
Susan Blu,1,Saint Paul Minnesota USA,12/07/1948,https://www.themoviedb.org/person/19548,12978.72842,44.9497487,-93.0931028
Melvyn Douglas,2,Macon Georgia USA,05/04/1901,https://www.themoviedb.org/person/19550,161.1974411,32.8406946,-83.6324022
Rolfe Sedan,2,New York City New York USA,1896-01-20,https://www.themoviedb.org/person/19552,22.50362761,40.7127281,-74.0060152
Richard Carle,2,Somerville Massachusetts USA,1871-07-07,https://www.themoviedb.org/person/19553,5.809035803,42.3875968,-71.0994968
Richard Thomas,2,Manhattan New York City New York USA,13/06/1951,https://www.themoviedb.org/person/19576,24.84585186,40.7896239,-73.9598939
Alexis Arquette,1,Los Angeles California USA,28/07/1969,https://www.themoviedb.org/person/19578,206.7174223,34.0536909,-118.242766
Mike Marshall,2,Hollywood Los Angeles California USA,13/09/1944,https://www.themoviedb.org/person/19613,18.71832537,34.0980031,-118.329523
Michael Chiklis,2,Lowell Massachusetts USA,30/08/1963,https://www.themoviedb.org/person/19654,795.9872892,42.6334247,-71.3161718
Keith Coulouris,0,Camp Hill Pennsylvania USA,05/11/1967,https://www.themoviedb.org/person/19717,4.373542689,40.2398118,-76.9199742
Hunter S. Thompson,2,Louisville Kentucky USA,18/07/1937,https://www.themoviedb.org/person/19724,1496.95557,38.2542376,-85.759407
Mark Harmon,2,Burbank - California - USA,02/09/1951,https://www.themoviedb.org/person/19728,754.8531785,34.1816482,-118.3258554
Katharine Houghton,1,Hartford Connecticut U.S.A,10/03/1945,https://www.themoviedb.org/person/19729,18.87516944,0,0
"Al Freeman, Jr.",2,San Antonio Texas  United States,21/03/1934,https://www.themoviedb.org/person/19739,33.11157327,29.4246002,-98.4951405
Malcolm X,2,Omaha Nebraska USA,19/05/1925,https://www.themoviedb.org/person/19742,13.04511638,41.2587459,-95.9383758
Aubree Miller,1,Sherman Oaks Los Angeles California USA,15/01/1979,https://www.themoviedb.org/person/19750,1.941122378,34.1508718,-118.4489865
Daniel Frishman,2,San Francisco - California - USA,22/07/1946,https://www.themoviedb.org/person/19751,85.21738045,37.7790262,-122.419906
Guy Boyd,2, Chicago Illinois U.S.,15/04/1943,https://www.themoviedb.org/person/19752,326.3282531,41.8872214,-87.6297412
Debbie Lee Carrington,1,San Jose California USA,14/12/1959,https://www.themoviedb.org/person/19753,1267.670412,37.3361905,-121.890583
Tony Cox,2,Uniontown Alabama USA,31/03/1958,https://www.themoviedb.org/person/19754,421.4075205,32.44757925,-87.51088806
Jay Brannan,2,Texas USA,29/03/1982,https://www.themoviedb.org/person/19760,2.478435247,31.2638905,-98.5456116
PJ DeBoy,2,Baltimore Maryland USA,07/06/1971,https://www.themoviedb.org/person/19762,1.922795062,39.2908816,-76.610759
Peter Stickles,2,New York City New York USA,08/10/1976,https://www.themoviedb.org/person/19765,8.215986493,40.7127281,-74.0060152
Snoop Dogg,2,Long Beach California USA,20/10/1971,https://www.themoviedb.org/person/19767,186.9711895,33.7690164,-118.191604
Judi West,1,U.S.,15/12/1942,https://www.themoviedb.org/person/19780,1.40774241,48.6840674,9.009582476
Lurene Tuttle,1,Pleasant Lake Indiana USA,20/08/1907,https://www.themoviedb.org/person/19781,175.5916015,41.5753282,-85.0160765
